#{"t_start": 1540179411.3482432, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.44766
-200.0,200,0.589476
-3.0,3,0.593997
-3.0,3,0.598423
-3.0,3,0.602812
-3.0,3,0.607609
-3.0,3,0.610891
-3.0,3,0.61383
-3.0,3,0.61623
-3.0,3,0.618621
-3.0,3,0.620735
-3.0,3,0.622854
-3.0,3,0.624778
-3.0,3,0.62642
-3.0,3,0.628078
-3.0,3,0.629748
-3.0,3,0.631305
-3.0,3,0.633097
-3.0,3,0.634736
-3.0,3,0.636567
-3.0,3,0.63832
-3.0,3,0.640071
-3.0,3,0.641882
-3.0,3,0.643648
-3.0,3,0.645337
-3.0,3,0.646995
-3.0,3,0.648846
-3.0,3,0.650656
-3.0,3,0.652384
-3.0,3,0.654194
-3.0,3,0.656054
-3.0,3,0.657803
-3.0,3,0.659599
-3.0,3,0.661585
-3.0,3,0.6634
-3.0,3,0.6651
-3.0,3,0.666944
-3.0,3,0.668781
-3.0,3,0.67058
-3.0,3,0.67231
-3.0,3,0.674076
-3.0,3,0.675858
-3.0,3,0.677691
-3.0,3,0.679548
-3.0,3,0.68159
-3.0,3,0.683544
-3.0,3,0.685617
-3.0,3,0.687716
-3.0,3,0.689734
-3.0,3,0.691738
-3.0,3,0.693821
-3.0,3,0.695833
-3.0,3,0.697728
-3.0,3,0.699744
-3.0,3,0.701687
-3.0,3,0.70357
-3.0,3,0.705496
-3.0,3,0.707402
-3.0,3,0.709326
-3.0,3,0.711201
-3.0,3,0.713306
-3.0,3,0.715366
-3.0,3,0.717337
-3.0,3,0.719238
-3.0,3,0.721273
-3.0,3,0.723444
-3.0,3,0.725604
-3.0,3,0.727615
-3.0,3,0.729652
-3.0,3,0.731522
-3.0,3,0.733532
-3.0,3,0.735617
-3.0,3,0.737745
-3.0,3,0.73975
-3.0,3,0.741665
-3.0,3,0.743514
-3.0,3,0.745463
-3.0,3,0.747455
-3.0,3,0.749368
-3.0,3,0.751224
-3.0,3,0.753282
-3.0,3,0.75521
-3.0,3,0.757264
-3.0,3,0.75934
-3.0,3,0.761379
-3.0,3,0.763425
-3.0,3,0.7655
-3.0,3,0.767414
-3.0,3,0.769515
-3.0,3,0.77159
-3.0,3,0.773661
-3.0,3,0.775799
-3.0,3,0.777915
-3.0,3,0.779803
-3.0,3,0.781947
-3.0,3,0.783875
-3.0,3,0.785872
-3.0,3,0.787756
-3.0,3,0.789784
-3.0,3,0.79178
-3.0,3,0.79365
-3.0,3,0.795656
-3.0,3,0.797676
-3.0,3,0.799624
-3.0,3,0.801678
-3.0,3,0.803573
-3.0,3,0.80565
-3.0,3,0.807731
-3.0,3,0.80983
-3.0,3,0.811924
-3.0,3,0.814022
-3.0,3,0.816112
-3.0,3,0.818155
-3.0,3,0.820187
-3.0,3,0.822166
-3.0,3,0.823985
-3.0,3,0.825962
-3.0,3,0.827904
-3.0,3,0.829927
-3.0,3,0.832062
-3.0,3,0.834104
-3.0,3,0.835938
-3.0,3,0.837861
-3.0,3,0.839792
-3.0,3,0.841797
-3.0,3,0.84366
-3.0,3,0.84576
-3.0,3,0.84767
-3.0,3,0.849543
-3.0,3,0.85138
-3.0,3,0.853355
-3.0,3,0.855242
-3.0,3,0.857225
-3.0,3,0.859277
-3.0,3,0.86135
-3.0,3,0.863299
-3.0,3,0.865448
-3.0,3,0.867473
-3.0,3,0.86961
-3.0,3,0.871652
-3.0,3,0.873771
-3.0,3,0.875771
-3.0,3,0.877828
-3.0,3,0.879712
-3.0,3,0.881624
-3.0,3,0.883633
-3.0,3,0.885546
-3.0,3,0.887596
-3.0,3,0.889702
-3.0,3,0.891725
-3.0,3,0.893955
-3.0,3,0.896263
-3.0,3,0.898657
-3.0,3,0.901498
-3.0,3,0.903852
-3.0,3,0.906315
-3.0,3,0.908657
-3.0,3,0.910945
-3.0,3,0.913273
-3.0,3,0.91558
-3.0,3,0.917793
-3.0,3,0.920052
-3.0,3,0.922447
-3.0,3,0.924726
-3.0,3,0.927036
-3.0,3,0.929354
-3.0,3,0.931597
-3.0,3,0.933798
-3.0,3,0.935919
-3.0,3,0.938189
-3.0,3,0.940478
-3.0,3,0.942872
-3.0,3,0.945216
-3.0,3,0.947623
-3.0,3,0.950021
-3.0,3,0.952352
-3.0,3,0.954733
-3.0,3,0.957174
-3.0,3,0.959511
-3.0,3,0.961885
-3.0,3,0.964248
-3.0,3,0.966682
-3.0,3,0.968964
-3.0,3,0.97133
-3.0,3,0.973719
-3.0,3,0.97605
-3.0,3,0.978443
-3.0,3,0.980774
-3.0,3,0.983102
-3.0,3,0.98531
-3.0,3,0.987558
-3.0,3,0.989715
-3.0,3,0.991926
-3.0,3,0.994184
-3.0,3,0.996436
-3.0,3,0.998698
-3.0,3,1.001129
-3.0,3,1.003599
-3.0,3,1.006038
-3.0,3,1.008448
-3.0,3,1.010843
-3.0,3,1.013076
-3.0,3,1.110976
-3.0,3,1.115276
-3.0,3,1.119344
-3.0,3,1.123159
-3.0,3,1.126954
-3.0,3,1.130518
-3.0,3,1.134019
-3.0,3,1.137533
-3.0,3,1.14108
-3.0,3,1.144588
-3.0,3,1.148141
-3.0,3,1.151699
-3.0,3,1.155208
-3.0,3,1.158825
-3.0,3,1.162548
-3.0,3,1.166181
-3.0,3,1.169756
-3.0,3,1.173218
-3.0,3,1.17681
-3.0,3,1.180342
-3.0,3,1.183955
-3.0,3,1.187613
-3.0,3,1.191436
-3.0,3,1.19502
-3.0,3,1.198568
-3.0,3,1.202306
-3.0,3,1.206038
-3.0,3,1.209557
-3.0,3,1.213155
-3.0,3,1.216779
-3.0,3,1.220356
-3.0,3,1.223975
-3.0,3,1.227451
-3.0,3,1.230995
-3.0,3,1.234588
-3.0,3,1.238166
-3.0,3,1.241968
-3.0,3,1.245657
-3.0,3,1.249444
-3.0,3,1.253329
-3.0,3,1.257227
-3.0,3,1.261248
-3.0,3,1.265061
-3.0,3,1.268898
-3.0,3,1.272598
-3.0,3,1.27635
-3.0,3,1.279953
-3.0,3,1.283681
-3.0,3,1.287364
-3.0,3,1.291148
-3.0,3,1.29492
-3.0,3,1.298656
-3.0,3,1.302857
-3.0,3,1.306905
-3.0,3,1.310772
-3.0,3,1.314603
-3.0,3,1.318505
-3.0,3,1.322392
-3.0,3,1.326149
-3.0,3,1.329941
-3.0,3,1.333676
-3.0,3,1.337553
-3.0,3,1.341361
-3.0,3,1.345214
-3.0,3,1.349037
-3.0,3,1.352906
-3.0,3,1.356716
-3.0,3,1.360471
-3.0,3,1.364146
-3.0,3,1.367913
-3.0,3,1.371685
-3.0,3,1.375468
-3.0,3,1.379352
-3.0,3,1.383159
-3.0,3,1.386948
-3.0,3,1.390761
-3.0,3,1.394586
-3.0,3,1.398353
