#{"t_start": 1540949714.8568316, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.606782
-200.0,200,0.795588
-200.0,200,0.959152
-200.0,200,0.959268
-200.0,200,1.112309
-200.0,200,1.112448
-200.0,200,1.266761
-200.0,200,1.266927
-200.0,200,1.77529
-200.0,200,1.775439
-200.0,200,1.909189
-65.0,65,1.909354
-65.0,65,1.909446
-200.0,200,2.327991
-200.0,200,2.328156
-200.0,200,2.531092
-94.0,94,2.531256
-94.0,94,2.531346
-200.0,200,2.58794
-94.0,94,2.588106
-27.0,27,2.588194
-27.0,27,2.58827
-200.0,200,3.014774
-200.0,200,3.014946
-200.0,200,3.076523
-94.0,94,3.076692
-27.0,27,3.076784
-27.0,27,3.076863
-200.0,200,3.277158
-94.0,94,3.277314
-94.0,94,3.277402
-200.0,200,3.343909
-32.0,32,3.344067
-32.0,32,3.344156
-200.0,200,3.410235
-32.0,32,3.410397
-32.0,32,3.410486
-200.0,200,3.832429
-200.0,200,3.832594
-200.0,200,3.90362
-32.0,32,3.903781
-32.0,32,3.90387
-200.0,200,3.958872
-94.0,94,3.959037
-27.0,27,3.959125
-27.0,27,3.959202
-200.0,200,4.161512
-94.0,94,4.161677
-94.0,94,4.161767
-200.0,200,4.585501
-200.0,200,4.585661
-200.0,200,4.641895
-94.0,94,4.642071
-27.0,27,4.642164
-27.0,27,4.642243
-200.0,200,4.842343
-94.0,94,4.842515
-94.0,94,4.842613
-200.0,200,4.898285
-94.0,94,4.898449
-27.0,27,4.89854
-27.0,27,4.898619
-200.0,200,4.95428
-94.0,94,4.954445
-27.0,27,4.954537
-27.0,27,4.954618
-200.0,200,5.094403
-65.0,65,5.094566
-65.0,65,5.094652
-200.0,200,5.502074
-200.0,200,5.502241
-200.0,200,5.56956
-32.0,32,5.569722
-32.0,32,5.569811
-200.0,200,5.706769
-65.0,65,5.706926
-65.0,65,5.707011
-200.0,200,6.11208
-200.0,200,6.112239
-200.0,200,6.166523
-94.0,94,6.166657
-27.0,27,6.166727
-27.0,27,6.166786
-200.0,200,6.238489
-32.0,32,6.238634
-32.0,32,6.23871
-200.0,200,6.429261
-94.0,94,6.429418
-94.0,94,6.429506
-200.0,200,6.852186
-200.0,200,6.852351
-200.0,200,6.91865
-32.0,32,6.918815
-32.0,32,6.918904
-200.0,200,6.975534
-94.0,94,6.975704
-27.0,27,6.975805
-27.0,27,6.975891
-200.0,200,7.398248
-200.0,200,7.398416
-200.0,200,7.460125
-94.0,94,7.460269
-27.0,27,7.460357
-27.0,27,7.460434
-200.0,200,7.885442
-200.0,200,7.885587
-200.0,200,7.952351
-32.0,32,7.952513
-32.0,32,7.952602
-200.0,200,8.158627
-94.0,94,8.15879
-94.0,94,8.158878
-200.0,200,8.361843
-94.0,94,8.362015
-94.0,94,8.362107
-200.0,200,8.428879
-32.0,32,8.429042
-32.0,32,8.42913
-200.0,200,8.839947
-200.0,200,8.840118
-200.0,200,9.243499
-200.0,200,9.243656
-200.0,200,9.650828
-200.0,200,9.650995
-200.0,200,9.708468
-94.0,94,9.708629
-27.0,27,9.708717
-27.0,27,9.708792
