#{"t_start": 1540438771.02994, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.50399
-200.0,200,0.611924
-3.0,3,0.613339
-3.0,3,0.61458
-3.0,3,0.61592
-3.0,3,0.61714
-3.0,3,0.618374
-3.0,3,0.619505
-3.0,3,0.62089
-3.0,3,0.622157
-3.0,3,0.624013
-3.0,3,0.626407
-3.0,3,0.62769
-3.0,3,0.628896
-3.0,3,0.630224
-3.0,3,0.631536
-3.0,3,0.632801
-3.0,3,0.634051
-3.0,3,0.635294
-3.0,3,0.636601
-3.0,3,0.638036
-3.0,3,0.639295
-3.0,3,0.640684
-3.0,3,0.643856
-3.0,3,0.645278
-3.0,3,0.646543
-3.0,3,0.64776
-3.0,3,0.649051
-3.0,3,0.6503
-3.0,3,0.651837
-3.0,3,0.653196
-3.0,3,0.654519
-3.0,3,0.655907
-3.0,3,0.657176
-3.0,3,0.658592
-3.0,3,0.666217
-3.0,3,0.667566
-3.0,3,0.668851
-3.0,3,0.670225
-3.0,3,0.671483
-3.0,3,0.672776
-3.0,3,0.674091
-3.0,3,0.675372
-3.0,3,0.676738
-3.0,3,0.678167
-3.0,3,0.680913
-3.0,3,0.682527
-3.0,3,0.68404
-3.0,3,0.685529
-3.0,3,0.686863
-3.0,3,0.688123
-3.0,3,0.689456
-3.0,3,0.690894
-3.0,3,0.692201
-3.0,3,0.693597
-3.0,3,0.695053
-3.0,3,0.6965
-3.0,3,0.698083
-3.0,3,0.700752
-3.0,3,0.702139
-3.0,3,0.703361
-3.0,3,0.704735
-3.0,3,0.706055
-3.0,3,0.707407
-3.0,3,0.708825
-3.0,3,0.710229
-3.0,3,0.711572
-3.0,3,0.712954
-3.0,3,0.720995
-3.0,3,0.722377
-3.0,3,0.723784
-3.0,3,0.72524
-3.0,3,0.726547
-3.0,3,0.727895
-3.0,3,0.729296
-3.0,3,0.730798
-3.0,3,0.732184
-3.0,3,0.733518
-3.0,3,0.73488
-3.0,3,0.736708
-3.0,3,0.738456
-3.0,3,0.740595
-3.0,3,0.741866
-3.0,3,0.743103
-3.0,3,0.744431
-3.0,3,0.745734
-3.0,3,0.747004
-3.0,3,0.748269
-3.0,3,0.749531
-3.0,3,0.750757
-3.0,3,0.752209
-3.0,3,0.754088
-3.0,3,0.756707
-3.0,3,0.758085
-3.0,3,0.759284
-3.0,3,0.760598
-3.0,3,0.761907
-3.0,3,0.763287
-3.0,3,0.764838
-3.0,3,0.766261
-3.0,3,0.767466
-3.0,3,0.774251
-3.0,3,0.776647
-3.0,3,0.77783
-3.0,3,0.779061
-3.0,3,0.780364
-3.0,3,0.781693
-3.0,3,0.783064
-3.0,3,0.784346
-3.0,3,0.785764
-3.0,3,0.787025
-3.0,3,0.788411
-3.0,3,0.789771
-3.0,3,0.791162
-3.0,3,0.793908
-3.0,3,0.795418
-3.0,3,0.796861
-3.0,3,0.798285
-3.0,3,0.799662
-3.0,3,0.801048
-3.0,3,0.80251
-3.0,3,0.803869
-3.0,3,0.805339
-3.0,3,0.806665
-3.0,3,0.807971
-3.0,3,0.809378
-3.0,3,0.811084
-3.0,3,0.813749
-3.0,3,0.81516
-3.0,3,0.816514
-3.0,3,0.817864
-3.0,3,0.819191
-3.0,3,0.820493
-3.0,3,0.822021
-3.0,3,0.823268
-3.0,3,0.831242
-3.0,3,0.83278
-3.0,3,0.83412
-3.0,3,0.835454
-3.0,3,0.836895
-3.0,3,0.838242
-3.0,3,0.839919
