#{"t_start": 1540781322.7350068, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.497319
-200.0,200,0.604478
-200.0,200,0.697662
-200.0,200,0.792265
-200.0,200,0.885573
-4.0,4,1.00614
-200.0,200,1.286109
-200.0,200,1.559392
-200.0,200,1.831747
-200.0,200,2.104772
-200.0,200,2.37759
-200.0,200,2.650579
-200.0,200,2.925246
-200.0,200,3.200662
-200.0,200,3.475147
-200.0,200,3.751929
-200.0,200,4.021491
-200.0,200,4.295546
-200.0,200,4.572879
-200.0,200,4.85116
-200.0,200,5.126766
-200.0,200,5.404341
-200.0,200,5.677757
-200.0,200,5.949483
-12.0,12,5.966198
-200.0,200,6.23674
-200.0,200,6.517042
-200.0,200,6.792041
-3.0,3,6.796048
-200.0,200,7.07004
-200.0,200,7.343299
-200.0,200,7.612736
-200.0,200,7.886068
-200.0,200,8.162485
-200.0,200,8.437316
-200.0,200,8.714214
-3.0,3,8.718329
-200.0,200,8.996823
-200.0,200,9.274311
-200.0,200,9.548823
-200.0,200,9.824411
-200.0,200,10.091027
-200.0,200,10.348295
-200.0,200,10.617549
-200.0,200,10.886977
-200.0,200,11.156262
-5.0,5,11.163013
-200.0,200,11.433041
-14.0,14,11.452223
-200.0,200,11.721603
-179.0,179,11.962582
-200.0,200,12.230914
-200.0,200,12.501359
-200.0,200,12.782069
-200.0,200,13.045724
-200.0,200,13.319281
-200.0,200,13.595466
-200.0,200,13.868489
-200.0,200,14.144252
-200.0,200,14.420641
-200.0,200,14.6995
-5.0,5,14.706167
-200.0,200,14.9848
-200.0,200,15.26092
-200.0,200,15.5381
-200.0,200,15.814069
-200.0,200,16.090829
-200.0,200,16.370559
-159.0,159,16.590285
-200.0,200,16.865523
-200.0,200,17.141236
-200.0,200,17.41949
-200.0,200,17.693905
-200.0,200,17.975329
-200.0,200,18.25051
-200.0,200,18.525755
-200.0,200,18.80106
-200.0,200,19.077587
-200.0,200,19.353015
-200.0,200,19.628997
-200.0,200,19.900771
-200.0,200,20.177116
-200.0,200,20.451165
-134.0,134,20.634981
-200.0,200,20.913671
-200.0,200,21.190311
-115.0,115,21.350386
-200.0,200,21.625681
-200.0,200,21.89908
-200.0,200,22.170792
-200.0,200,22.445438
-200.0,200,22.720821
-200.0,200,22.992352
-200.0,200,23.267361
-200.0,200,23.5399
-200.0,200,23.818681
-3.0,3,23.822899
-200.0,200,24.097962
-200.0,200,24.372469
-200.0,200,24.647641
-200.0,200,24.922629
-200.0,200,25.198268
-200.0,200,25.473158
-200.0,200,25.746867
-200.0,200,26.022925
-200.0,200,26.299974
-200.0,200,26.576557
-200.0,200,26.851937
-200.0,200,27.122708
-200.0,200,27.397741
-200.0,200,27.67243
-200.0,200,27.950596
-139.0,139,28.143899
-200.0,200,28.418835
-200.0,200,28.695997
-200.0,200,28.969464
-200.0,200,29.243786
-200.0,200,29.518922
-200.0,200,29.795199
-200.0,200,30.071712
-200.0,200,30.345492
-5.0,5,30.352139
-200.0,200,30.630356
-200.0,200,30.904719
-200.0,200,31.179674
-200.0,200,31.458641
-200.0,200,31.735802
-200.0,200,32.011594
-200.0,200,32.285594
-200.0,200,32.565108
-200.0,200,32.839688
-200.0,200,33.114327
-200.0,200,33.391306
-127.0,127,33.569682
-3.0,3,33.573853
-181.0,181,33.8224
-200.0,200,34.099613
-200.0,200,34.372212
-200.0,200,34.649258
-200.0,200,34.922513
-200.0,200,35.198009
-200.0,200,35.475696
-200.0,200,35.75216
-200.0,200,36.028963
-200.0,200,36.304757
-200.0,200,36.57973
-5.0,5,36.587243
-200.0,200,36.862898
-200.0,200,37.138543
-200.0,200,37.41423
-200.0,200,37.687171
-200.0,200,37.96074
-200.0,200,38.233742
-200.0,200,38.507489
-200.0,200,38.778926
-200.0,200,39.052238
-200.0,200,39.328331
-200.0,200,39.604906
-9.0,9,39.620514
-200.0,200,39.897917
-200.0,200,40.170851
-200.0,200,40.446852
-200.0,200,40.72062
-200.0,200,40.993178
-9.0,9,41.005789
-5.0,5,41.012803
-200.0,200,41.289924
-200.0,200,41.566635
-3.0,3,41.570824
-200.0,200,41.845929
-200.0,200,42.119413
-200.0,200,42.390872
-200.0,200,42.66506
-200.0,200,42.929351
-200.0,200,43.193208
-200.0,200,43.463679
-137.0,137,43.647508
-200.0,200,43.920472
-200.0,200,44.192155
-200.0,200,44.45665
-200.0,200,44.729128
-200.0,200,44.999042
-200.0,200,45.268383
-200.0,200,45.546753
