#{"t_start": 1540231564.2444823, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.476019
-200.0,200,0.616777
-200.0,200,0.743207
-200.0,200,0.743323
-200.0,200,0.87241
-200.0,200,0.87252
-200.0,200,0.999659
-200.0,200,0.999775
-200.0,200,1.337226
-200.0,200,1.337314
-200.0,200,1.416967
-65.0,65,1.417073
-65.0,65,1.417123
-200.0,200,1.681648
-200.0,200,1.681765
-200.0,200,1.808029
-94.0,94,1.808145
-94.0,94,1.808197
-200.0,200,1.842937
-94.0,94,1.843046
-27.0,27,1.843099
-27.0,27,1.843143
-200.0,200,2.115277
-200.0,200,2.115404
-200.0,200,2.154608
-94.0,94,2.154721
-27.0,27,2.154775
-27.0,27,2.154821
-200.0,200,2.282008
-94.0,94,2.282119
-94.0,94,2.282172
-200.0,200,2.323181
-32.0,32,2.323291
-32.0,32,2.323344
-200.0,200,2.364356
-32.0,32,2.364465
-32.0,32,2.364516
-200.0,200,2.632116
-200.0,200,2.632228
-200.0,200,2.677023
-32.0,32,2.677124
-32.0,32,2.677176
-200.0,200,2.713149
-94.0,94,2.713261
-27.0,27,2.713315
-27.0,27,2.713371
-200.0,200,2.838444
-94.0,94,2.838558
-94.0,94,2.838611
-200.0,200,3.107949
-200.0,200,3.108064
-200.0,200,3.144258
-94.0,94,3.144365
-27.0,27,3.144417
-27.0,27,3.144461
-200.0,200,3.271359
-94.0,94,3.271474
-94.0,94,3.271525
-200.0,200,3.306648
-94.0,94,3.306757
-27.0,27,3.30681
-27.0,27,3.306855
-200.0,200,3.341609
-94.0,94,3.341721
-27.0,27,3.341774
-27.0,27,3.341821
-200.0,200,3.431682
-65.0,65,3.431794
-65.0,65,3.431846
-200.0,200,3.701388
-200.0,200,3.701499
-200.0,200,3.742796
-32.0,32,3.742903
-32.0,32,3.742957
-200.0,200,3.82967
-65.0,65,3.829782
-65.0,65,3.829834
-200.0,200,4.100928
-200.0,200,4.101044
-200.0,200,4.136643
-94.0,94,4.136753
-27.0,27,4.136808
-27.0,27,4.136855
-200.0,200,4.184529
-32.0,32,4.18464
-32.0,32,4.184693
-200.0,200,4.311061
-94.0,94,4.311172
-94.0,94,4.311225
-200.0,200,4.5771
-200.0,200,4.577211
-200.0,200,4.618525
-32.0,32,4.618633
-32.0,32,4.618684
-200.0,200,4.653511
-94.0,94,4.653621
-27.0,27,4.653672
-27.0,27,4.653716
-200.0,200,4.920388
-200.0,200,4.920501
-200.0,200,4.959463
-94.0,94,4.959554
-27.0,27,4.959607
-27.0,27,4.959653
-200.0,200,5.229417
-200.0,200,5.229509
-200.0,200,5.272784
-32.0,32,5.272892
-32.0,32,5.272944
-200.0,200,5.398441
-94.0,94,5.398558
-94.0,94,5.398613
-200.0,200,5.526031
-94.0,94,5.526146
-94.0,94,5.526199
-200.0,200,5.567788
-32.0,32,5.567897
-32.0,32,5.56795
-200.0,200,5.834914
-200.0,200,5.835024
-200.0,200,6.10493
-200.0,200,6.105043
-200.0,200,6.373146
-200.0,200,6.373269
-200.0,200,6.408765
-94.0,94,6.408875
-27.0,27,6.408926
-27.0,27,6.40897
-200.0,200,6.447666
-94.0,94,6.447808
-27.0,27,6.447887
-27.0,27,6.447955
-200.0,200,6.715022
-200.0,200,6.715125
-200.0,200,6.981775
-200.0,200,6.981882
-200.0,200,7.111391
-94.0,94,7.111481
-94.0,94,7.111533
-200.0,200,7.350941
-182.0,182,7.351055
-182.0,182,7.351109
-200.0,200,7.479198
-96.0,96,7.479322
-96.0,96,7.479378
-200.0,200,7.518093
-94.0,94,7.518216
-27.0,27,7.51827
-27.0,27,7.518316
-200.0,200,7.646749
-96.0,96,7.646849
-96.0,96,7.6469
-200.0,200,7.885181
-182.0,182,7.885295
-182.0,182,7.885357
-200.0,200,7.925117
-94.0,94,7.925232
-27.0,27,7.925286
-27.0,27,7.925332
-200.0,200,8.009226
-65.0,65,8.009336
-65.0,65,8.009398
-200.0,200,8.139685
-96.0,96,8.139801
-96.0,96,8.139855
-200.0,200,8.383792
-182.0,182,8.383959
-182.0,182,8.384021
-200.0,200,8.425707
-32.0,32,8.425817
-32.0,32,8.425868
-200.0,200,8.4718
