#{"t_start": 1540788018.6307857, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.513683
-200.0,200,0.626297
-200.0,200,0.726874
-200.0,200,0.726969
-200.0,200,0.828813
-200.0,200,0.828925
-200.0,200,0.969493
-200.0,200,0.969738
-200.0,200,1.368766
-200.0,200,1.368864
-200.0,200,1.640659
-200.0,200,1.640757
-200.0,200,1.912689
-200.0,200,1.912776
-200.0,200,2.172251
-200.0,200,2.172335
-200.0,200,2.43102
-200.0,200,2.431118
-200.0,200,2.70465
-200.0,200,2.704735
-200.0,200,2.965185
-200.0,200,2.965285
-200.0,200,3.237427
-200.0,200,3.23752
-200.0,200,3.511027
-200.0,200,3.511132
-200.0,200,3.781873
-200.0,200,3.781965
-200.0,200,4.053769
-200.0,200,4.053863
-200.0,200,4.322837
-200.0,200,4.322934
-200.0,200,4.593017
-200.0,200,4.593122
-200.0,200,4.862695
-200.0,200,4.862789
-200.0,200,5.134674
-200.0,200,5.134768
-200.0,200,5.409206
-200.0,200,5.409306
-200.0,200,5.682438
-200.0,200,5.682535
-200.0,200,5.958587
-200.0,200,5.958684
-200.0,200,6.231213
-200.0,200,6.231309
-200.0,200,6.504032
-200.0,200,6.50413
-200.0,200,6.776076
-200.0,200,6.776163
-200.0,200,7.048442
-200.0,200,7.048552
-200.0,200,7.311638
-200.0,200,7.311735
-200.0,200,7.585805
-200.0,200,7.585904
-200.0,200,7.867306
-200.0,200,7.867412
-200.0,200,8.154327
-200.0,200,8.154414
-200.0,200,8.418061
-200.0,200,8.41815
-200.0,200,8.688263
-200.0,200,8.688356
-200.0,200,8.958926
-200.0,200,8.959028
-200.0,200,9.229049
-200.0,200,9.229148
-200.0,200,9.499972
-200.0,200,9.500069
-200.0,200,9.770584
-200.0,200,9.770679
-200.0,200,10.042367
-200.0,200,10.042503
-200.0,200,10.313055
-200.0,200,10.313149
-200.0,200,10.58334
-200.0,200,10.583433
-200.0,200,10.852871
-200.0,200,10.852973
