#{"t_start": 1540952576.5423205, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.487777
-200.0,200,0.684562
-200.0,200,0.956764
-200.0,200,0.956893
-200.0,200,1.129132
-200.0,200,1.129282
-200.0,200,1.258284
-200.0,200,1.258396
-200.0,200,1.605057
-200.0,200,1.605158
-200.0,200,1.688604
-65.0,65,1.688716
-65.0,65,1.688772
-200.0,200,1.956743
-200.0,200,1.956859
-200.0,200,2.083359
-94.0,94,2.083476
-94.0,94,2.083532
-200.0,200,2.118555
-94.0,94,2.118675
-27.0,27,2.118733
-27.0,27,2.118783
-200.0,200,2.384434
-200.0,200,2.384558
-200.0,200,2.424119
-94.0,94,2.424238
-27.0,27,2.424297
-27.0,27,2.424348
-200.0,200,2.548989
-94.0,94,2.549103
-94.0,94,2.549166
-200.0,200,2.590519
-32.0,32,2.590631
-32.0,32,2.590688
-200.0,200,2.631803
-32.0,32,2.631917
-32.0,32,2.631972
-200.0,200,2.897061
-200.0,200,2.897177
-200.0,200,2.942686
-32.0,32,2.9428
-32.0,32,2.942857
-200.0,200,2.977895
-94.0,94,2.978017
-27.0,27,2.978076
-27.0,27,2.978127
-200.0,200,3.104175
-94.0,94,3.10429
-94.0,94,3.104349
-200.0,200,3.369243
-200.0,200,3.369348
-200.0,200,3.403249
-94.0,94,3.403363
-27.0,27,3.403416
-27.0,27,3.403463
-200.0,200,3.523095
-94.0,94,3.523209
-94.0,94,3.523263
-200.0,200,3.557764
-94.0,94,3.55788
-27.0,27,3.557935
-27.0,27,3.557983
-200.0,200,3.592165
-94.0,94,3.59228
-27.0,27,3.592336
-27.0,27,3.592384
-200.0,200,3.675772
-65.0,65,3.675895
-65.0,65,3.675953
-200.0,200,3.928834
-200.0,200,3.928952
-200.0,200,3.968979
-32.0,32,3.96909
-32.0,32,3.969144
-200.0,200,4.052031
-65.0,65,4.052146
-65.0,65,4.0522
-200.0,200,4.315205
-200.0,200,4.315325
-200.0,200,4.351506
-94.0,94,4.351626
-27.0,27,4.351688
-27.0,27,4.351739
-200.0,200,4.400334
-32.0,32,4.400454
-32.0,32,4.400524
-200.0,200,4.529664
-94.0,94,4.529781
-94.0,94,4.529839
-200.0,200,4.803671
-200.0,200,4.803782
-200.0,200,4.847544
-32.0,32,4.847665
-32.0,32,4.847724
-200.0,200,4.88441
-94.0,94,4.884537
-27.0,27,4.884596
-27.0,27,4.884648
-200.0,200,5.165294
-200.0,200,5.165424
-200.0,200,5.209706
-94.0,94,5.209821
-27.0,27,5.209886
-27.0,27,5.209944
-200.0,200,5.475715
-200.0,200,5.475805
-200.0,200,5.514829
-32.0,32,5.514941
-32.0,32,5.514995
-200.0,200,5.640653
-94.0,94,5.640764
-94.0,94,5.640822
-200.0,200,5.769005
-94.0,94,5.769124
-94.0,94,5.769183
-200.0,200,5.811065
-32.0,32,5.811184
-32.0,32,5.811242
-200.0,200,6.082572
-200.0,200,6.082697
-200.0,200,6.375974
-200.0,200,6.3761
-200.0,200,6.667366
-200.0,200,6.667491
-200.0,200,6.706976
-94.0,94,6.707104
-27.0,27,6.707169
-27.0,27,6.707225
-200.0,200,6.75047
-94.0,94,6.750587
-27.0,27,6.750652
-27.0,27,6.750707
-200.0,200,7.043514
-200.0,200,7.043636
-200.0,200,7.336985
-200.0,200,7.337105
-200.0,200,7.475399
-94.0,94,7.475507
-94.0,94,7.475569
-200.0,200,7.740551
-182.0,182,7.740679
-182.0,182,7.740743
-200.0,200,7.881235
-96.0,96,7.881365
-96.0,96,7.88143
-200.0,200,7.925431
-94.0,94,7.925548
-27.0,27,7.925611
-27.0,27,7.925667
-200.0,200,8.066693
-96.0,96,8.066806
-96.0,96,8.066867
-200.0,200,8.329549
-182.0,182,8.329676
-182.0,182,8.329738
-200.0,200,8.372543
-94.0,94,8.372666
-27.0,27,8.37273
-27.0,27,8.372786
-200.0,200,8.46547
-65.0,65,8.465592
-65.0,65,8.465653
-200.0,200,8.606982
-96.0,96,8.60711
-96.0,96,8.607173
-200.0,200,8.873246
-182.0,182,8.873372
-182.0,182,8.873434
-200.0,200,8.920501
-32.0,32,8.920624
-32.0,32,8.920687
-200.0,200,8.970539
-32.0,32,8.970662
-32.0,32,8.970724
-200.0,200,9.017254
-32.0,32,9.01738
-32.0,32,9.017444
-200.0,200,9.114066
