#{"t_start": 1540231668.3131194, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.466367
-200.0,200,0.633122
-200.0,200,0.774955
-200.0,200,0.775089
-200.0,200,0.928011
-200.0,200,0.92817
-200.0,200,1.078387
-200.0,200,1.078519
-200.0,200,1.411575
-200.0,200,1.411659
-200.0,200,1.492
-65.0,65,1.492117
-65.0,65,1.49229
-200.0,200,1.758084
-200.0,200,1.758213
-200.0,200,1.883489
-94.0,94,1.883606
-94.0,94,1.883663
-200.0,200,1.918118
-94.0,94,1.918227
-27.0,27,1.91828
-27.0,27,1.918326
-200.0,200,2.188789
-200.0,200,2.188906
-200.0,200,2.227609
-94.0,94,2.227743
-27.0,27,2.227799
-27.0,27,2.227846
-200.0,200,2.355268
-94.0,94,2.355383
-94.0,94,2.355438
-200.0,200,2.397078
-32.0,32,2.397191
-32.0,32,2.397243
-200.0,200,2.437792
-32.0,32,2.437903
-32.0,32,2.437956
-200.0,200,2.703166
-200.0,200,2.703297
-200.0,200,2.747688
-32.0,32,2.747802
-32.0,32,2.747854
-200.0,200,2.78261
-94.0,94,2.782727
-27.0,27,2.782783
-27.0,27,2.782835
-200.0,200,2.908261
-94.0,94,2.908374
-94.0,94,2.908426
-200.0,200,3.179165
-200.0,200,3.179277
-200.0,200,3.214425
-94.0,94,3.214534
-27.0,27,3.214587
-27.0,27,3.214633
-200.0,200,3.341384
-94.0,94,3.341498
-94.0,94,3.341553
-200.0,200,3.376263
-94.0,94,3.376372
-27.0,27,3.376426
-27.0,27,3.376472
-200.0,200,3.410932
-94.0,94,3.411039
-27.0,27,3.411092
-27.0,27,3.411138
-200.0,200,3.499038
-65.0,65,3.499153
-65.0,65,3.499207
-200.0,200,3.764744
-200.0,200,3.76486
-200.0,200,3.805342
-32.0,32,3.805455
-32.0,32,3.805508
-200.0,200,3.892071
-65.0,65,3.892181
-65.0,65,3.892234
-200.0,200,4.160632
-200.0,200,4.160752
-200.0,200,4.195141
-94.0,94,4.195251
-27.0,27,4.195305
-27.0,27,4.195352
-200.0,200,4.241501
-32.0,32,4.241634
-32.0,32,4.241688
-200.0,200,4.367568
-94.0,94,4.367681
-94.0,94,4.367735
-200.0,200,4.633378
-200.0,200,4.633492
-200.0,200,4.674381
-32.0,32,4.674516
-32.0,32,4.67457
-200.0,200,4.709093
-94.0,94,4.709207
-27.0,27,4.709264
-27.0,27,4.709311
-188.0,188,4.959879
-188.0,188,4.959993
-200.0,200,5.001028
-32.0,32,5.001136
-32.0,32,5.001188
-200.0,200,5.126416
-94.0,94,5.126528
-94.0,94,5.126582
-200.0,200,5.168553
-94.0,94,5.168669
-27.0,27,5.168733
-27.0,27,5.168782
-200.0,200,5.434057
-200.0,200,5.434172
-200.0,200,5.475445
-32.0,32,5.475558
-32.0,32,5.475612
-200.0,200,5.510189
-94.0,94,5.510299
-27.0,27,5.510352
-27.0,27,5.510398
-200.0,200,5.558212
-32.0,32,5.558315
-32.0,32,5.558369
-200.0,200,5.677985
-94.0,94,5.678099
-94.0,94,5.678154
-200.0,200,5.766912
-65.0,65,5.767025
-65.0,65,5.767076
-200.0,200,5.807635
-32.0,32,5.807744
-32.0,32,5.807797
-200.0,200,5.895156
-65.0,65,5.895273
-65.0,65,5.895328
-200.0,200,6.027126
-94.0,94,6.027293
-94.0,94,6.027384
-200.0,200,6.15073
-94.0,94,6.150846
-92.0,92,6.150902
-92.0,92,6.15095
-200.0,200,6.416548
-200.0,200,6.416664
-200.0,200,6.538286
-94.0,94,6.538409
-92.0,92,6.538464
-92.0,92,6.538511
-200.0,200,6.579254
-32.0,32,6.579372
-32.0,32,6.579431
-200.0,200,6.627951
-32.0,32,6.628065
-32.0,32,6.62812
-200.0,200,6.749121
-94.0,94,6.749233
-94.0,94,6.749288
-200.0,200,6.750871
-32.0,32,6.750962
-1.0,1,6.751014
-1.0,1,6.75106
-200.0,200,6.839998
-65.0,65,6.840114
-65.0,65,6.840169
-200.0,200,6.927449
-65.0,65,6.927575
-65.0,65,6.927632
-200.0,200,7.052944
-94.0,94,7.053124
-92.0,92,7.053181
-92.0,92,7.053229
-200.0,200,7.094009
-32.0,32,7.09412
-32.0,32,7.094173
-200.0,200,7.359049
-200.0,200,7.359163
-200.0,200,7.399886
-32.0,32,7.399996
-32.0,32,7.400048
-200.0,200,7.522556
-94.0,94,7.522673
-92.0,92,7.522728
-92.0,92,7.522775
-200.0,200,7.63847
-87.0,87,7.638583
-87.0,87,7.638635
-200.0,200,7.67448
-94.0,94,7.674588
-27.0,27,7.674641
-27.0,27,7.674686
-200.0,200,7.713552
-94.0,94,7.713665
-27.0,27,7.713718
-27.0,27,7.713763
-200.0,200,7.715245
-32.0,32,7.715315
-1.0,1,7.715365
-1.0,1,7.715409
-200.0,200,7.84136
-94.0,94,7.841474
-94.0,94,7.841528
-200.0,200,7.92624
-65.0,65,7.926354
-65.0,65,7.926409
-200.0,200,7.973951
-32.0,32,7.974064
-32.0,32,7.974126
-200.0,200,8.241015
-200.0,200,8.241127
-200.0,200,8.275866
-94.0,94,8.276003
-27.0,27,8.276057
-27.0,27,8.276103
-200.0,200,8.363182
-65.0,65,8.363283
-65.0,65,8.363338
-200.0,200,8.404446
-32.0,32,8.404577
-32.0,32,8.404631
-200.0,200,8.445599
-32.0,32,8.445709
-32.0,32,8.445763
-200.0,200,8.486522
-32.0,32,8.48665
-32.0,32,8.486703
-200.0,200,8.534985
-32.0,32,8.535101
-32.0,32,8.535155
-200.0,200,8.619748
-65.0,65,8.619854
-65.0,65,8.619907
-200.0,200,8.666832
-32.0,32,8.666947
-32.0,32,8.667001
-200.0,200,8.933512
-200.0,200,8.933649
-200.0,200,8.968865
-94.0,94,8.968994
-27.0,27,8.969054
-27.0,27,8.969102
-200.0,200,9.010322
-32.0,32,9.010433
-32.0,32,9.010486
-200.0,200,9.280029
-200.0,200,9.280138
-200.0,200,9.395823
-87.0,87,9.395935
-87.0,87,9.39599
-200.0,200,9.483538
-65.0,65,9.483651
-65.0,65,9.483705
-200.0,200,9.608689
-94.0,94,9.6088
-94.0,94,9.608854
-200.0,200,9.730042
-94.0,94,9.730154
-92.0,92,9.730208
-92.0,92,9.730255
-200.0,200,9.996563
-200.0,200,9.996674
-200.0,200,10.120508
-94.0,94,10.120621
-92.0,92,10.120675
-92.0,92,10.12073
-200.0,200,10.162383
-32.0,32,10.162493
-32.0,32,10.162543
-200.0,200,10.250022
-65.0,65,10.250159
-65.0,65,10.250223
-200.0,200,10.51357
-200.0,200,10.513683
-200.0,200,10.778745
-200.0,200,10.778856
-200.0,200,10.889943
-87.0,87,10.890055
-87.0,87,10.890108
-200.0,200,11.019267
-94.0,94,11.019385
-94.0,94,11.019439
-200.0,200,11.109015
-65.0,65,11.10913
-65.0,65,11.109184
-200.0,200,11.110716
-32.0,32,11.110789
-1.0,1,11.110842
-1.0,1,11.110889
-200.0,200,11.112457
-32.0,32,11.112529
-1.0,1,11.11258
-1.0,1,11.112626
-200.0,200,11.154293
-32.0,32,11.154405
-32.0,32,11.154462
-200.0,200,11.194386
-94.0,94,11.194502
-27.0,27,11.194556
-27.0,27,11.194603
-200.0,200,11.317243
-94.0,94,11.317358
-92.0,92,11.317414
-92.0,92,11.317461
-200.0,200,11.318965
-32.0,32,11.319039
-1.0,1,11.31909
-1.0,1,11.319136
-200.0,200,11.402375
-65.0,65,11.40248
-65.0,65,11.402534
-200.0,200,11.527059
-94.0,94,11.527175
-94.0,94,11.527228
-200.0,200,11.528877
-32.0,32,11.528957
-1.0,1,11.52901
-1.0,1,11.529056
-200.0,200,11.65134
-94.0,94,11.651457
-92.0,92,11.651513
-92.0,92,11.651562
-200.0,200,11.915725
-200.0,200,11.915838
-200.0,200,11.91739
-32.0,32,11.917469
-1.0,1,11.917521
-1.0,1,11.917567
-200.0,200,12.010246
-65.0,65,12.010361
-65.0,65,12.010415
-200.0,200,12.276325
-200.0,200,12.276437
-200.0,200,12.360058
-65.0,65,12.360168
-65.0,65,12.360221
-200.0,200,12.478317
-87.0,87,12.478427
-87.0,87,12.478479
-200.0,200,12.517637
-94.0,94,12.517776
-27.0,27,12.517834
-27.0,27,12.517899
-200.0,200,12.553735
-94.0,94,12.553845
-27.0,27,12.553899
