#{"t_start": 1540441945.718786, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.471345
-200.0,200,0.614423
-200.0,200,0.747972
-112.0,112,0.824108
-5.0,5,0.827267
-4.0,4,0.829912
-5.0,5,0.83313
-5.0,5,0.836526
-4.0,4,0.839334
-5.0,5,0.842745
-4.0,4,0.845401
-5.0,5,0.848486
-4.0,4,0.851232
-5.0,5,0.857102
-5.0,5,0.860356
-5.0,5,0.863528
-5.0,5,0.86676
-5.0,5,0.869854
-5.0,5,0.872777
-5.0,5,0.876048
-5.0,5,0.879374
-5.0,5,0.882631
-5.0,5,0.893326
-4.0,4,0.896208
-5.0,5,0.899702
-5.0,5,0.90298
-5.0,5,0.906389
-5.0,5,0.909763
-5.0,5,0.913146
-4.0,4,0.91566
-5.0,5,0.918974
-4.0,4,0.921589
-5.0,5,0.924782
-5.0,5,0.928311
-5.0,5,0.931382
-4.0,4,0.93376
-5.0,5,0.936976
-5.0,5,0.940322
-5.0,5,0.944228
-4.0,4,0.946939
-5.0,5,0.950357
-5.0,5,0.953782
-4.0,4,0.956391
-4.0,4,0.966324
-5.0,5,0.969773
-5.0,5,0.973075
-5.0,5,0.976243
-5.0,5,0.979965
-5.0,5,0.983531
-5.0,5,0.986851
-5.0,5,0.990047
-5.0,5,0.993342
-5.0,5,0.996486
-5.0,5,0.999722
-5.0,5,1.003118
-5.0,5,1.006334
-5.0,5,1.009601
-5.0,5,1.012941
-5.0,5,1.016624
-5.0,5,1.020079
-5.0,5,1.023394
-5.0,5,1.026773
-5.0,5,1.029803
-5.0,5,1.040786
-15.0,15,1.150725
-9.0,9,1.163493
-12.0,12,1.188448
-13.0,13,1.205012
-12.0,12,1.222329
-11.0,11,1.235908
-9.0,9,1.247909
-9.0,9,1.259594
-9.0,9,1.276741
-9.0,9,1.289354
-9.0,9,1.301791
-9.0,9,1.313929
-9.0,9,1.326408
-9.0,9,1.338619
-13.0,13,1.35703
-200.0,200,1.643251
-200.0,200,1.920443
-200.0,200,2.197549
-109.0,109,2.34761
-116.0,116,2.512157
-106.0,106,2.659254
-200.0,200,2.939725
-200.0,200,3.222582
-126.0,126,3.398785
-29.0,29,3.436852
-200.0,200,3.71824
-200.0,200,4.002086
-116.0,116,4.162125
-200.0,200,4.443627
-131.0,131,4.628711
-128.0,128,4.811953
-200.0,200,5.087077
-200.0,200,5.372616
-200.0,200,5.645298
-200.0,200,5.922968
-200.0,200,6.206203
-200.0,200,6.486179
-200.0,200,6.767731
-200.0,200,7.048233
-200.0,200,7.325794
-200.0,200,7.616421
-200.0,200,7.882813
-200.0,200,8.151437
-200.0,200,8.41882
-200.0,200,8.681424
-200.0,200,8.961055
-179.0,179,9.21207
-200.0,200,9.492908
-170.0,170,9.737544
-200.0,200,10.006233
-200.0,200,10.282101
-200.0,200,10.562505
-200.0,200,10.843657
-200.0,200,11.12885
-200.0,200,11.409269
-200.0,200,11.689003
-200.0,200,11.968847
-200.0,200,12.248726
-200.0,200,12.529067
-200.0,200,12.815398
-200.0,200,13.094715
-200.0,200,13.377558
-200.0,200,13.65913
