#{"t_start": 1540949613.3422768, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.598505
-200.0,200,0.771062
-200.0,200,0.953496
-200.0,200,0.953684
-200.0,200,1.146734
-200.0,200,1.146916
-200.0,200,1.35453
-200.0,200,1.354712
-200.0,200,1.856663
-200.0,200,1.856815
-200.0,200,1.98835
-65.0,65,1.988518
-65.0,65,1.98861
-200.0,200,2.411228
-200.0,200,2.411388
-200.0,200,2.61192
-94.0,94,2.612086
-94.0,94,2.612175
-200.0,200,2.666951
-94.0,94,2.667118
-27.0,27,2.667216
-27.0,27,2.667304
-200.0,200,3.092332
-200.0,200,3.092492
-200.0,200,3.153959
-94.0,94,3.154122
-27.0,27,3.154211
-27.0,27,3.154289
-200.0,200,3.352799
-94.0,94,3.352945
-94.0,94,3.353049
-200.0,200,3.415945
-32.0,32,3.416087
-32.0,32,3.416164
-200.0,200,3.479373
-32.0,32,3.479524
-32.0,32,3.479608
-200.0,200,3.880119
-200.0,200,3.880277
-200.0,200,3.949433
-32.0,32,3.949576
-32.0,32,3.94966
-200.0,200,4.003272
-94.0,94,4.003422
-27.0,27,4.003507
-27.0,27,4.003582
-200.0,200,4.193269
-94.0,94,4.193419
-94.0,94,4.193505
-200.0,200,4.59537
-200.0,200,4.595526
-200.0,200,4.651278
-94.0,94,4.651437
-27.0,27,4.651527
-27.0,27,4.651604
-200.0,200,4.861502
-94.0,94,4.861686
-94.0,94,4.861792
-200.0,200,4.928432
-94.0,94,4.928632
-27.0,27,4.928746
-27.0,27,4.928846
-200.0,200,4.995935
-94.0,94,4.996116
-27.0,27,4.996222
-27.0,27,4.996315
-200.0,200,5.16692
-65.0,65,5.16711
-65.0,65,5.167217
-200.0,200,5.668814
-200.0,200,5.669004
-200.0,200,5.747195
-32.0,32,5.747378
-32.0,32,5.747498
-200.0,200,5.914271
-65.0,65,5.914454
-65.0,65,5.914559
-200.0,200,6.342867
-200.0,200,6.343033
-200.0,200,6.395966
-94.0,94,6.39612
-27.0,27,6.396206
-27.0,27,6.396282
-200.0,200,6.466264
-32.0,32,6.466411
-32.0,32,6.466495
-200.0,200,6.665072
-94.0,94,6.665232
-94.0,94,6.665323
-200.0,200,7.084317
-200.0,200,7.084471
-200.0,200,7.150713
-32.0,32,7.150878
-32.0,32,7.150976
-200.0,200,7.207064
-94.0,94,7.207228
-27.0,27,7.207325
-27.0,27,7.207411
-200.0,200,7.61823
-200.0,200,7.618386
-200.0,200,7.67857
-94.0,94,7.678712
-27.0,27,7.678798
-27.0,27,7.678873
-200.0,200,8.099298
-200.0,200,8.099437
-200.0,200,8.166675
-32.0,32,8.166838
-32.0,32,8.166929
-200.0,200,8.367257
-94.0,94,8.367417
-94.0,94,8.367508
-200.0,200,8.573753
-94.0,94,8.573922
-94.0,94,8.57402
-200.0,200,8.641158
-32.0,32,8.641301
-32.0,32,8.641374
-200.0,200,9.066966
-200.0,200,9.067126
-200.0,200,9.489313
-200.0,200,9.489468
-200.0,200,9.943752
-200.0,200,9.943897
-200.0,200,10.004421
-94.0,94,10.004592
-27.0,27,10.004676
-27.0,27,10.00475
