#{"t_start": 1540440456.8884103, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.766698
-200.0,200,0.879634
-3.0,3,0.881181
-3.0,3,0.882679
-3.0,3,0.884026
-3.0,3,0.885563
-3.0,3,0.886931
-3.0,3,0.888218
-3.0,3,0.889643
-3.0,3,0.891062
-3.0,3,0.892764
-3.0,3,0.895115
-3.0,3,0.897073
-3.0,3,0.898518
-3.0,3,0.899901
-3.0,3,0.901313
-3.0,3,0.902703
-3.0,3,0.904013
-3.0,3,0.905312
-3.0,3,0.906711
-3.0,3,0.908127
-3.0,3,0.909517
-3.0,3,0.910806
-3.0,3,0.912154
-3.0,3,0.914831
-3.0,3,0.916663
-3.0,3,0.918091
-3.0,3,0.919565
-3.0,3,0.92098
-3.0,3,0.922293
-3.0,3,0.923787
-3.0,3,0.925169
-3.0,3,0.926457
-3.0,3,0.927809
-3.0,3,0.929234
-3.0,3,0.939566
-3.0,3,0.941128
-3.0,3,0.942519
-3.0,3,0.9439
-3.0,3,0.945583
-3.0,3,0.946896
-3.0,3,0.948289
-3.0,3,0.949635
-3.0,3,0.95114
-3.0,3,0.954409
-3.0,3,0.956688
-3.0,3,0.958014
-3.0,3,0.959449
-3.0,3,0.9608
-3.0,3,0.962216
-3.0,3,0.963552
-3.0,3,0.964994
-3.0,3,0.966266
-3.0,3,0.967611
-3.0,3,0.968977
-3.0,3,0.970927
-3.0,3,0.973729
-3.0,3,0.975052
-3.0,3,0.976478
-3.0,3,0.977914
-3.0,3,0.979358
-3.0,3,0.980757
-3.0,3,0.982145
-3.0,3,0.983617
-3.0,3,0.98502
-3.0,3,0.986413
-3.0,3,0.987883
-3.0,3,0.989446
-3.0,3,0.998271
-3.0,3,0.999706
-3.0,3,1.001395
-3.0,3,1.002775
-3.0,3,1.004209
-3.0,3,1.005523
-3.0,3,1.006869
-3.0,3,1.008523
-3.0,3,1.011611
-3.0,3,1.013187
-3.0,3,1.014604
-3.0,3,1.015912
-3.0,3,1.017266
-3.0,3,1.018695
-3.0,3,1.020024
-3.0,3,1.021382
-3.0,3,1.022822
-3.0,3,1.024232
-3.0,3,1.025558
-3.0,3,1.026886
-3.0,3,1.029188
-3.0,3,1.031847
-3.0,3,1.033298
-3.0,3,1.034648
-3.0,3,1.03599
-3.0,3,1.037508
-3.0,3,1.038864
-3.0,3,1.040259
-3.0,3,1.041678
