#{"t_start": 1540464107.40713, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.525962
-200.0,200,0.677905
-200.0,200,0.801106
-200.0,200,0.80123
-200.0,200,0.922878
-200.0,200,0.922991
-200.0,200,1.045083
-200.0,200,1.045229
-200.0,200,1.449323
-200.0,200,1.449439
-200.0,200,1.733149
-200.0,200,1.733245
-200.0,200,2.016954
-200.0,200,2.017054
-200.0,200,2.300039
-200.0,200,2.300134
-200.0,200,2.576862
-200.0,200,2.576959
-200.0,200,2.851166
-200.0,200,2.851276
-200.0,200,3.125333
-200.0,200,3.125429
-200.0,200,3.405288
-200.0,200,3.405399
-200.0,200,3.689922
-200.0,200,3.690018
-200.0,200,3.97242
-200.0,200,3.972516
-200.0,200,4.255867
-200.0,200,4.255979
-200.0,200,4.537947
-200.0,200,4.538049
-200.0,200,4.821602
-200.0,200,4.8217
-200.0,200,5.104614
-200.0,200,5.104721
-200.0,200,5.389813
-200.0,200,5.389919
-200.0,200,5.668999
-200.0,200,5.66921
-200.0,200,5.94868
-200.0,200,5.948775
-200.0,200,6.224588
-200.0,200,6.224691
-200.0,200,6.52961
-200.0,200,6.529719
-200.0,200,6.843466
-200.0,200,6.843574
-200.0,200,7.155049
-200.0,200,7.155177
-200.0,200,7.466116
-200.0,200,7.466223
-200.0,200,7.779531
-200.0,200,7.779637
-200.0,200,8.093673
-200.0,200,8.093789
-200.0,200,8.405092
-200.0,200,8.4052
-200.0,200,8.706968
-200.0,200,8.70707
-200.0,200,9.008003
-200.0,200,9.008108
-200.0,200,9.313931
-200.0,200,9.314042
-200.0,200,9.625462
-200.0,200,9.625577
-200.0,200,9.938374
-200.0,200,9.938483
-200.0,200,10.251201
-200.0,200,10.251326
-200.0,200,10.561833
-200.0,200,10.561946
-200.0,200,10.875035
-200.0,200,10.875151
-200.0,200,11.186998
-200.0,200,11.18712
-200.0,200,11.500108
-200.0,200,11.500231
-200.0,200,11.802194
-200.0,200,11.8023
-200.0,200,12.106804
-200.0,200,12.106914
-200.0,200,12.412008
-200.0,200,12.412114
-200.0,200,12.724569
-200.0,200,12.724676
-200.0,200,13.037686
-200.0,200,13.037797
-200.0,200,13.350622
-200.0,200,13.350736
-200.0,200,13.664682
-200.0,200,13.664791
-200.0,200,13.979097
-200.0,200,13.979202
-200.0,200,14.287924
-200.0,200,14.288064
-200.0,200,14.597718
-200.0,200,14.597819
-200.0,200,14.903231
-200.0,200,14.903335
-200.0,200,15.206243
-200.0,200,15.206351
-200.0,200,15.509651
-200.0,200,15.509756
-200.0,200,15.801331
-200.0,200,15.801421
-200.0,200,16.075174
-200.0,200,16.075317
-200.0,200,16.357871
-200.0,200,16.357987
-200.0,200,16.63925
-200.0,200,16.639348
-200.0,200,16.921755
-200.0,200,16.921854
-200.0,200,17.20442
-200.0,200,17.204527
-200.0,200,17.487227
-200.0,200,17.487327
-200.0,200,17.771036
-200.0,200,17.771148
-200.0,200,18.04654
-200.0,200,18.046683
-200.0,200,18.320087
-200.0,200,18.320188
-200.0,200,18.594258
-200.0,200,18.59435
-200.0,200,18.87393
-200.0,200,18.874078
-200.0,200,19.155626
-200.0,200,19.155751
-200.0,200,19.437601
-200.0,200,19.437723
-200.0,200,19.719681
-200.0,200,19.719779
-200.0,200,20.00426
-200.0,200,20.004376
-200.0,200,20.291882
-200.0,200,20.291967
-200.0,200,20.569888
-200.0,200,20.569985
-200.0,200,20.852585
-200.0,200,20.852692
-200.0,200,21.128537
-200.0,200,21.12863
-200.0,200,21.404558
-200.0,200,21.404654
-200.0,200,21.679899
-200.0,200,21.679993
-200.0,200,21.958211
-200.0,200,21.958317
-200.0,200,22.238592
-200.0,200,22.238692
-200.0,200,22.520692
-200.0,200,22.520791
-200.0,200,22.80455
-200.0,200,22.804647
-200.0,200,23.087877
-200.0,200,23.088001
-200.0,200,23.373719
-200.0,200,23.373829
