#{"t_start": 1540228880.745108, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.470417
-200.0,200,0.645584
-2.0,2,0.647124
-2.0,2,0.648635
-2.0,2,0.650254
-2.0,2,0.651813
-2.0,2,0.653332
-3.0,3,0.65555
-3.0,3,0.657942
-2.0,2,0.659612
-3.0,3,0.662034
-3.0,3,0.664416
-3.0,3,0.666717
-2.0,2,0.668383
-2.0,2,0.670046
-2.0,2,0.671649
-3.0,3,0.674162
-3.0,3,0.676632
-3.0,3,0.679389
-3.0,3,0.681818
-2.0,2,0.683512
-2.0,2,0.685241
-2.0,2,0.68692
-2.0,2,0.688438
-2.0,2,0.690119
-2.0,2,0.69172
-3.0,3,0.693955
-3.0,3,0.696204
-2.0,2,0.697832
-3.0,3,0.700151
-3.0,3,0.702408
-2.0,2,0.704031
-3.0,3,0.706394
-2.0,2,0.708088
-3.0,3,0.710798
-3.0,3,0.713543
-2.0,2,0.715871
-3.0,3,0.719362
-2.0,2,0.722097
-2.0,2,0.724906
-3.0,3,0.728839
-3.0,3,0.733164
-2.0,2,0.750235
-2.0,2,0.753341
-2.0,2,0.756587
-3.0,3,0.760786
-3.0,3,0.765103
-3.0,3,0.769445
-3.0,3,0.773864
-2.0,2,0.777052
-3.0,3,0.781756
-2.0,2,0.784617
-2.0,2,0.787538
-2.0,2,0.790134
-2.0,2,0.79232
-2.0,2,0.794332
-3.0,3,0.796794
-3.0,3,0.799237
-3.0,3,0.801792
-2.0,2,0.803535
-2.0,2,0.805262
-3.0,3,0.807625
-2.0,2,0.809209
-2.0,2,0.810936
-2.0,2,0.812666
-3.0,3,0.815256
-3.0,3,0.817674
-2.0,2,0.819379
-3.0,3,0.821905
-3.0,3,0.824321
-2.0,2,0.826475
-2.0,2,0.828483
-2.0,2,0.83059
-3.0,3,0.833549
-3.0,3,0.836404
-3.0,3,0.839277
-2.0,2,0.841336
-3.0,3,0.844275
-2.0,2,0.846289
-3.0,3,0.849321
-3.0,3,0.852326
-2.0,2,0.854444
-2.0,2,0.866363
-2.0,2,0.868365
-3.0,3,0.871269
-2.0,2,0.87331
-3.0,3,0.876092
-2.0,2,0.878007
-2.0,2,0.879913
-3.0,3,0.882834
-2.0,2,0.884803
-2.0,2,0.88676
-2.0,2,0.888706
-2.0,2,0.890961
-2.0,2,0.892974
-2.0,2,0.89511
-3.0,3,0.898091
-3.0,3,0.900926
-2.0,2,0.903105
-3.0,3,0.906124
-2.0,2,0.908221
-2.0,2,0.910293
-2.0,2,0.912292
-3.0,3,0.915302
-3.0,3,0.918274
-2.0,2,0.920178
-3.0,3,0.923044
-3.0,3,0.925817
-2.0,2,0.927874
-3.0,3,0.931125
-3.0,3,0.933966
-3.0,3,0.936715
-2.0,2,0.938758
-3.0,3,0.941636
-3.0,3,0.944455
-3.0,3,0.947423
-2.0,2,0.949476
-3.0,3,0.95226
-2.0,2,0.954237
-3.0,3,0.957042
-3.0,3,0.959878
-3.0,3,0.962708
-3.0,3,0.974224
-3.0,3,0.976209
-2.0,2,0.977618
-2.0,2,0.978969
-2.0,2,0.980313
-3.0,3,0.982432
-2.0,2,0.983839
-2.0,2,0.985136
-3.0,3,0.987107
-2.0,2,0.988367
-2.0,2,0.989783
-2.0,2,0.991152
-3.0,3,0.993222
-2.0,2,0.994511
-3.0,3,0.996447
-2.0,2,0.997802
-2.0,2,0.999249
-3.0,3,1.00128
-2.0,2,1.002645
-2.0,2,1.003998
-3.0,3,1.006155
-3.0,3,1.008066
-2.0,2,1.009329
-3.0,3,1.011294
-3.0,3,1.013271
-2.0,2,1.014608
-2.0,2,1.015941
-3.0,3,1.017959
-3.0,3,1.019933
-3.0,3,1.021821
-3.0,3,1.023793
-2.0,2,1.025203
-3.0,3,1.027121
-3.0,3,1.029266
-2.0,2,1.030786
-3.0,3,1.032999
-3.0,3,1.035792
-2.0,2,1.037542
-3.0,3,1.040252
-2.0,2,1.04211
-3.0,3,1.050711
-2.0,2,1.052589
-3.0,3,1.055282
-2.0,2,1.05703
-2.0,2,1.058898
-3.0,3,1.061521
-2.0,2,1.063384
-2.0,2,1.06522
-3.0,3,1.06794
-2.0,2,1.070142
-2.0,2,1.072326
-3.0,3,1.07558
-2.0,2,1.077771
-3.0,3,1.080898
-3.0,3,1.083916
-2.0,2,1.08603
-3.0,3,1.089149
-3.0,3,1.092194
-2.0,2,1.094468
-2.0,2,1.096973
-2.0,2,1.09949
-3.0,3,1.103399
-3.0,3,1.107316
-3.0,3,1.111281
-2.0,2,1.11396
-2.0,2,1.116707
-2.0,2,1.119519
-3.0,3,1.123835
-3.0,3,1.128031
-2.0,2,1.130993
-2.0,2,1.134153
-2.0,2,1.137068
-2.0,2,1.139893
-3.0,3,1.144199
-2.0,2,1.147136
-2.0,2,1.150082
-3.0,3,1.15417
-3.0,3,1.158636
-3.0,3,1.162666
-2.0,2,1.165766
-3.0,3,1.17115
-2.0,2,1.183985
-3.0,3,1.188325
-2.0,2,1.191278
-2.0,2,1.194224
-3.0,3,1.198685
-3.0,3,1.203003
-2.0,2,1.206013
-2.0,2,1.209236
-3.0,3,1.214298
-2.0,2,1.21731
-3.0,3,1.221396
-2.0,2,1.224388
-2.0,2,1.227359
-2.0,2,1.230196
-3.0,3,1.234474
-3.0,3,1.238753
-3.0,3,1.24306
-2.0,2,1.246053
-3.0,3,1.250337
-3.0,3,1.254589
-3.0,3,1.258795
-2.0,2,1.261752
-3.0,3,1.265838
-2.0,2,1.268714
-3.0,3,1.272869
-3.0,3,1.277308
-2.0,2,1.280281
-3.0,3,1.284613
-3.0,3,1.288889
-2.0,2,1.291799
-3.0,3,1.29599
-2.0,2,1.298943
-3.0,3,1.303054
-3.0,3,1.307179
-2.0,2,1.310076
-2.0,2,1.312931
-2.0,2,1.315302
-3.0,3,1.318317
-3.0,3,1.32069
-2.0,2,1.327362
-3.0,3,1.414188
-2.0,2,1.417136
-3.0,3,1.420911
-2.0,2,1.423384
-2.0,2,1.425931
-3.0,3,1.429865
-2.0,2,1.432418
-3.0,3,1.43618
-3.0,3,1.439955
-3.0,3,1.443534
-3.0,3,1.447191
-3.0,3,1.450847
-3.0,3,1.454459
-2.0,2,1.456873
-2.0,2,1.459391
-2.0,2,1.461849
-3.0,3,1.465393
-2.0,2,1.467896
-3.0,3,1.471388
-2.0,2,1.473949
-3.0,3,1.477728
-3.0,3,1.481297
-3.0,3,1.484816
-3.0,3,1.488351
-2.0,2,1.490775
-2.0,2,1.493188
-2.0,2,1.495582
-3.0,3,1.499389
-2.0,2,1.501794
-2.0,2,1.504205
-2.0,2,1.506613
-2.0,2,1.509001
-2.0,2,1.511386
-3.0,3,1.514971
-2.0,2,1.517321
-2.0,2,1.519693
-3.0,3,1.523367
-2.0,2,1.525843
-2.0,2,1.528311
-2.0,2,1.530815
-3.0,3,1.537947
-2.0,2,1.540454
-2.0,2,1.542933
-2.0,2,1.545425
-2.0,2,1.547942
-3.0,3,1.551583
-2.0,2,1.554026
-3.0,3,1.557698
-2.0,2,1.560046
-2.0,2,1.562809
-3.0,3,1.5665
-3.0,3,1.57018
-3.0,3,1.573891
-2.0,2,1.576373
-3.0,3,1.579941
-2.0,2,1.582336
-2.0,2,1.584883
-2.0,2,1.587363
-3.0,3,1.590966
-3.0,3,1.594582
-2.0,2,1.597219
-3.0,3,1.600913
-2.0,2,1.60335
-2.0,2,1.605729
-2.0,2,1.608138
-2.0,2,1.610586
-3.0,3,1.614391
-2.0,2,1.617041
-2.0,2,1.6196
-2.0,2,1.622045
-2.0,2,1.624445
-2.0,2,1.626921
-2.0,2,1.629357
-2.0,2,1.631707
-2.0,2,1.63414
-2.0,2,1.636626
-3.0,3,1.640593
-2.0,2,1.643046
-3.0,3,1.646635
-2.0,2,1.649005
-3.0,3,1.652595
-3.0,3,1.656108
-2.0,2,1.658525
-2.0,2,1.666175
-3.0,3,1.669953
-2.0,2,1.672431
-2.0,2,1.675309
-3.0,3,1.679256
-2.0,2,1.681959
-3.0,3,1.685847
-2.0,2,1.68838
-2.0,2,1.691031
-2.0,2,1.693656
-3.0,3,1.697423
-3.0,3,1.701106
-3.0,3,1.704876
-2.0,2,1.707436
-2.0,2,1.710076
-3.0,3,1.713993
-3.0,3,1.717875
-3.0,3,1.721679
-2.0,2,1.724253
-2.0,2,1.726945
-2.0,2,1.729504
-2.0,2,1.732069
-3.0,3,1.735981
-3.0,3,1.739854
-2.0,2,1.742489
-3.0,3,1.746244
-3.0,3,1.749959
-2.0,2,1.752542
-2.0,2,1.755205
-2.0,2,1.757917
-3.0,3,1.761825
-3.0,3,1.765712
-3.0,3,1.769548
-3.0,3,1.773289
-3.0,3,1.777162
-3.0,3,1.78094
-2.0,2,1.783637
-3.0,3,1.787413
-2.0,2,1.789997
-3.0,3,1.799241
-3.0,3,1.803304
-2.0,2,1.805988
-3.0,3,1.809851
-3.0,3,1.813827
-2.0,2,1.816319
-2.0,2,1.818863
-2.0,2,1.82146
-2.0,2,1.82403
-2.0,2,1.826591
-2.0,2,1.829132
-2.0,2,1.831671
-2.0,2,1.834272
-3.0,3,1.83799
-2.0,2,1.840547
-2.0,2,1.843146
-3.0,3,1.847096
-3.0,3,1.850997
-3.0,3,1.85487
-2.0,2,1.857439
-3.0,3,1.861234
-2.0,2,1.863882
-3.0,3,1.867785
-2.0,2,1.870358
-2.0,2,1.872849
-2.0,2,1.875422
-3.0,3,1.879153
-3.0,3,1.882866
-3.0,3,1.886672
-3.0,3,1.890634
-3.0,3,1.894445
-2.0,2,1.896936
-3.0,3,1.90075
-2.0,2,1.903346
-2.0,2,1.906024
-3.0,3,1.909814
-2.0,2,1.912349
-3.0,3,1.916244
-2.0,2,1.918926
-3.0,3,1.922841
-3.0,3,1.926506
-3.0,3,1.934232
-2.0,2,1.936928
-2.0,2,1.939566
-2.0,2,1.942149
-2.0,2,1.944682
-3.0,3,1.948447
-2.0,2,1.951164
-3.0,3,1.954958
-3.0,3,1.958889
-3.0,3,1.96287
-3.0,3,1.967001
-2.0,2,1.969677
-3.0,3,1.97361
-2.0,2,1.976229
-2.0,2,1.97875
-2.0,2,1.981276
-2.0,2,1.983882
-2.0,2,1.986546
-2.0,2,1.989154
-3.0,3,1.992977
-2.0,2,1.995601
-2.0,2,1.998115
-2.0,2,2.000592
-2.0,2,2.003092
-2.0,2,2.005633
-3.0,3,2.009427
-2.0,2,2.011984
-2.0,2,2.014513
-3.0,3,2.018361
-2.0,2,2.020923
-2.0,2,2.023502
-2.0,2,2.026169
-2.0,2,2.028707
-2.0,2,2.031287
-2.0,2,2.033833
-2.0,2,2.036508
-3.0,3,2.040381
-2.0,2,2.042905
