#{"t_start": 1540175741.2786617, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.457657
-200.0,200,0.573382
-3.0,3,0.575958
-3.0,3,0.578678
-3.0,3,0.58132
-3.0,3,0.584051
-3.0,3,0.586718
-3.0,3,0.58931
-3.0,3,0.591982
-3.0,3,0.594718
-3.0,3,0.597288
-3.0,3,0.600039
-3.0,3,0.60286
-3.0,3,0.605287
-3.0,3,0.607861
-3.0,3,0.610402
-3.0,3,0.613109
-3.0,3,0.615866
-3.0,3,0.618511
-3.0,3,0.621314
-3.0,3,0.624047
-3.0,3,0.626549
-3.0,3,0.629015
-3.0,3,0.631648
-3.0,3,0.63423
-3.0,3,0.636879
-3.0,3,0.639655
-3.0,3,0.642433
-3.0,3,0.645118
-3.0,3,0.647864
-3.0,3,0.650581
-3.0,3,0.653216
-3.0,3,0.656486
-3.0,3,0.659467
-3.0,3,0.662152
-3.0,3,0.66485
-3.0,3,0.667578
-3.0,3,0.67023
-3.0,3,0.672989
-3.0,3,0.675706
-3.0,3,0.678352
-3.0,3,0.681148
-3.0,3,0.683756
-3.0,3,0.686367
-3.0,3,0.68908
-3.0,3,0.691846
-3.0,3,0.694651
-3.0,3,0.69741
-3.0,3,0.700095
-3.0,3,0.702822
-3.0,3,0.705468
-3.0,3,0.70822
-3.0,3,0.711023
-3.0,3,0.713618
-3.0,3,0.716329
-3.0,3,0.719051
-3.0,3,0.721881
-3.0,3,0.72457
-3.0,3,0.727141
-3.0,3,0.729977
-3.0,3,0.732628
-3.0,3,0.735064
-3.0,3,0.737384
-3.0,3,0.739864
-3.0,3,0.742567
-3.0,3,0.745245
-3.0,3,0.748198
-3.0,3,0.751035
-3.0,3,0.753854
-3.0,3,0.756975
-3.0,3,0.760072
-3.0,3,0.763368
-3.0,3,0.76666
-3.0,3,0.76995
-3.0,3,0.772919
-3.0,3,0.775668
-3.0,3,0.778264
-3.0,3,0.780978
-3.0,3,0.784108
-3.0,3,0.786896
-3.0,3,0.789465
-3.0,3,0.79212
