#{"t_start": 1540950053.6652248, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.475138
-200.0,200,0.583812
-200.0,200,0.736817
-200.0,200,0.736988
-200.0,200,0.930026
-200.0,200,0.930213
-200.0,200,1.108441
-200.0,200,1.108539
-200.0,200,1.442438
-200.0,200,1.442558
-200.0,200,1.528903
-65.0,65,1.52902
-65.0,65,1.529076
-200.0,200,1.802802
-200.0,200,1.802929
-200.0,200,1.93301
-94.0,94,1.93313
-94.0,94,1.933187
-200.0,200,1.968951
-94.0,94,1.969069
-27.0,27,1.969128
-27.0,27,1.969178
-200.0,200,2.240717
-200.0,200,2.240835
-200.0,200,2.280104
-94.0,94,2.280229
-27.0,27,2.280289
-27.0,27,2.28034
-200.0,200,2.410902
-94.0,94,2.411021
-94.0,94,2.411077
-200.0,200,2.453474
-32.0,32,2.453598
-32.0,32,2.453656
-200.0,200,2.496376
-32.0,32,2.496492
-32.0,32,2.496547
-200.0,200,2.768445
-200.0,200,2.76857
-200.0,200,2.815409
-32.0,32,2.815541
-32.0,32,2.815599
-200.0,200,2.850897
-94.0,94,2.851022
-27.0,27,2.85108
-27.0,27,2.85113
-200.0,200,2.981312
-94.0,94,2.981429
-94.0,94,2.981485
-200.0,200,3.249456
-200.0,200,3.249581
-200.0,200,3.283809
-94.0,94,3.283928
-27.0,27,3.283982
-27.0,27,3.284028
-200.0,200,3.407446
-94.0,94,3.407566
-94.0,94,3.407623
-200.0,200,3.443884
-94.0,94,3.444008
-27.0,27,3.444066
-27.0,27,3.444115
-200.0,200,3.480166
-94.0,94,3.480285
-27.0,27,3.480343
-27.0,27,3.480392
-200.0,200,3.572026
-65.0,65,3.572149
-65.0,65,3.572205
-200.0,200,3.846772
-200.0,200,3.846889
-200.0,200,3.889538
-32.0,32,3.889666
-32.0,32,3.889728
-200.0,200,3.979578
-65.0,65,3.979692
-65.0,65,3.979749
-200.0,200,4.249778
-200.0,200,4.249897
-200.0,200,4.286136
-94.0,94,4.286254
-27.0,27,4.286311
-27.0,27,4.286361
-200.0,200,4.334456
-32.0,32,4.334574
-32.0,32,4.334629
-200.0,200,4.465332
-94.0,94,4.46546
-94.0,94,4.465518
-200.0,200,4.73538
-200.0,200,4.735498
-200.0,200,4.777854
-32.0,32,4.777987
-32.0,32,4.778044
-200.0,200,4.814057
-94.0,94,4.814175
-27.0,27,4.814235
-27.0,27,4.814286
-200.0,200,5.085929
-200.0,200,5.086049
-200.0,200,5.125039
-94.0,94,5.125158
-27.0,27,5.125218
-27.0,27,5.125269
-200.0,200,5.39615
-200.0,200,5.396257
-200.0,200,5.438621
-32.0,32,5.438739
-32.0,32,5.4388
-200.0,200,5.570582
-94.0,94,5.5707
-94.0,94,5.570758
-200.0,200,5.700053
-94.0,94,5.70017
-94.0,94,5.700226
-200.0,200,5.742893
-32.0,32,5.743012
-32.0,32,5.743069
-200.0,200,6.015533
-200.0,200,6.015656
-200.0,200,6.286808
-200.0,200,6.286929
-200.0,200,6.543246
-200.0,200,6.543365
-200.0,200,6.580006
-94.0,94,6.580126
-27.0,27,6.580185
-27.0,27,6.580234
-200.0,200,6.620635
-94.0,94,6.620752
-27.0,27,6.620811
-27.0,27,6.620861
-200.0,200,6.896297
-200.0,200,6.896416
-200.0,200,7.169487
-200.0,200,7.169613
-200.0,200,7.298595
-94.0,94,7.298692
