#{"t_start": 1540229292.2095063, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.460742
-200.0,200,0.635922
-2.0,2,0.637036
-3.0,3,0.638527
-2.0,2,0.639619
-2.0,2,0.640622
-3.0,3,0.642135
-3.0,3,0.643588
-3.0,3,0.645081
-2.0,2,0.646131
-2.0,2,0.647184
-3.0,3,0.648706
-2.0,2,0.649715
-2.0,2,0.650715
-3.0,3,0.652089
-3.0,3,0.653567
-2.0,2,0.654615
-3.0,3,0.656059
-2.0,2,0.657113
-2.0,2,0.658154
-2.0,2,0.659172
-3.0,3,0.66064
-2.0,2,0.661802
-3.0,3,0.663233
-3.0,3,0.664728
-2.0,2,0.665834
-3.0,3,0.667238
-3.0,3,0.668632
-3.0,3,0.670078
-3.0,3,0.671526
-2.0,2,0.672593
-2.0,2,0.673608
-2.0,2,0.674588
-2.0,2,0.675574
-3.0,3,0.677112
-3.0,3,0.678875
-3.0,3,0.680377
-2.0,2,0.681447
-3.0,3,0.683102
-3.0,3,0.6847
-2.0,2,0.685889
-3.0,3,0.694296
-2.0,2,0.695918
-2.0,2,0.69757
-3.0,3,0.699899
-2.0,2,0.701587
-3.0,3,0.704184
-2.0,2,0.705962
-3.0,3,0.709218
-2.0,2,0.711606
-2.0,2,0.71448
-2.0,2,0.717473
-2.0,2,0.720222
-3.0,3,0.724525
-3.0,3,0.72885
-2.0,2,0.731803
-3.0,3,0.736368
-2.0,2,0.739269
-2.0,2,0.742204
-3.0,3,0.746504
-3.0,3,0.750803
-2.0,2,0.753757
-3.0,3,0.757896
-3.0,3,0.762219
-2.0,2,0.765138
-2.0,2,0.768284
-2.0,2,0.771289
-3.0,3,0.7755
-2.0,2,0.778502
-3.0,3,0.783057
-3.0,3,0.787397
-2.0,2,0.790369
-3.0,3,0.794788
-3.0,3,0.79901
-2.0,2,0.801845
-2.0,2,0.804996
-3.0,3,0.809327
-2.0,2,0.812271
-3.0,3,0.816586
-3.0,3,0.820935
-2.0,2,0.823893
-2.0,2,0.827054
-3.0,3,0.846151
-3.0,3,0.850607
-3.0,3,0.854939
-2.0,2,0.857812
-2.0,2,0.860735
-2.0,2,0.863656
-2.0,2,0.866595
-2.0,2,0.869747
-2.0,2,0.87281
-2.0,2,0.875658
-2.0,2,0.878526
-2.0,2,0.881441
-3.0,3,0.885525
-3.0,3,0.889868
-2.0,2,0.892788
-3.0,3,0.897115
-2.0,2,0.900047
-3.0,3,0.904415
-3.0,3,0.90898
-3.0,3,0.913339
-3.0,3,0.917629
-3.0,3,0.921738
-2.0,2,0.924703
-3.0,3,0.929081
-2.0,2,0.9323
-2.0,2,0.935256
-2.0,2,0.938505
-2.0,2,0.941727
