#{"t_start": 1540225857.7654986, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.574491
-200.0,200,0.694176
-3.0,3,0.69573
-3.0,3,0.69713
-3.0,3,0.698749
-3.0,3,0.700135
-3.0,3,0.701722
-3.0,3,0.703215
-3.0,3,0.704514
-3.0,3,0.705984
-3.0,3,0.707729
-3.0,3,0.709979
-3.0,3,0.711828
-3.0,3,0.713345
-3.0,3,0.714859
-3.0,3,0.716287
-3.0,3,0.717818
-3.0,3,0.71922
-3.0,3,0.72066
-3.0,3,0.722268
-3.0,3,0.723744
-3.0,3,0.725376
-3.0,3,0.727121
-3.0,3,0.728853
-3.0,3,0.731121
-3.0,3,0.732844
-3.0,3,0.734242
-3.0,3,0.73569
-3.0,3,0.737137
-3.0,3,0.738504
-3.0,3,0.739847
-3.0,3,0.74143
-3.0,3,0.742846
-3.0,3,0.744304
-3.0,3,0.746101
-3.0,3,0.754396
-3.0,3,0.75648
-3.0,3,0.758356
-3.0,3,0.760086
-3.0,3,0.761803
-3.0,3,0.76342
-3.0,3,0.76482
-3.0,3,0.766465
-3.0,3,0.769498
-3.0,3,0.772299
-3.0,3,0.774847
-3.0,3,0.77667
-3.0,3,0.778438
-3.0,3,0.780179
-3.0,3,0.781772
-3.0,3,0.783153
-3.0,3,0.784965
-3.0,3,0.786496
-3.0,3,0.787988
-3.0,3,0.789753
-3.0,3,0.791252
-3.0,3,0.792953
-3.0,3,0.794764
-3.0,3,0.796194
-3.0,3,0.797863
-3.0,3,0.799583
-3.0,3,0.801447
-3.0,3,0.803082
-3.0,3,0.804553
-3.0,3,0.806272
-3.0,3,0.807663
-3.0,3,0.809223
-3.0,3,0.810707
-3.0,3,0.817411
-3.0,3,0.819027
-3.0,3,0.820689
-3.0,3,0.82259
-3.0,3,0.824214
-3.0,3,0.826546
-3.0,3,0.828126
-3.0,3,0.829752
-3.0,3,0.831321
-3.0,3,0.833134
-3.0,3,0.834869
-3.0,3,0.836585
-3.0,3,0.838049
-3.0,3,0.839829
-3.0,3,0.841403
-3.0,3,0.842764
-3.0,3,0.844624
-3.0,3,0.846299
-3.0,3,0.847803
-3.0,3,0.849654
-3.0,3,0.851485
-3.0,3,0.853541
-3.0,3,0.85528
-3.0,3,0.857074
-3.0,3,0.859324
-3.0,3,0.862325
-3.0,3,0.864226
-3.0,3,0.865753
-3.0,3,0.867177
-3.0,3,0.868592
-3.0,3,0.870138
-3.0,3,0.871657
-3.0,3,0.873115
-3.0,3,0.879995
-3.0,3,0.882317
-3.0,3,0.884476
-3.0,3,0.886198
-3.0,3,0.887619
-3.0,3,0.889014
-3.0,3,0.890364
-3.0,3,0.89182
-3.0,3,0.893174
-3.0,3,0.894731
-3.0,3,0.896298
-3.0,3,0.897793
-3.0,3,0.899165
-3.0,3,0.900596
-3.0,3,0.901939
-3.0,3,0.903349
-3.0,3,0.905081
-3.0,3,0.906419
-3.0,3,0.907841
-3.0,3,0.909689
-3.0,3,0.911298
-3.0,3,0.91353
-3.0,3,0.915035
