#{"t_start": 1540775044.4491167, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.499823
-200.0,200,0.659331
-18.0,18,0.676018
-200.0,200,0.864654
-5.0,5,0.86874
-126.0,126,0.983652
-200.0,200,1.143454
-200.0,200,1.452853
-200.0,200,1.742061
-200.0,200,2.035619
-13.0,13,2.054647
-3.0,3,2.05904
-200.0,200,2.339587
-200.0,200,2.594196
-200.0,200,2.8526
-3.0,3,2.856578
-200.0,200,3.114595
-200.0,200,3.37141
-3.0,3,3.375319
-200.0,200,3.630849
-200.0,200,3.893686
-3.0,3,3.897936
-200.0,200,4.197033
-200.0,200,4.508638
-200.0,200,4.821042
-200.0,200,5.134573
-200.0,200,5.448054
-9.0,9,5.462423
-200.0,200,5.776193
-200.0,200,6.089899
-4.0,4,6.096102
-200.0,200,6.412722
-200.0,200,6.726725
-141.0,141,6.965449
-200.0,200,7.32142
-200.0,200,7.674817
-200.0,200,8.026751
-200.0,200,8.38153
-200.0,200,8.734344
-200.0,200,9.089834
-200.0,200,9.44333
-200.0,200,9.799783
-200.0,200,10.154405
-200.0,200,10.511641
-200.0,200,10.867806
-200.0,200,11.21536
-200.0,200,11.528273
-20.0,20,11.562141
-200.0,200,11.900395
-200.0,200,12.242343
-200.0,200,12.518725
-200.0,200,12.78408
-200.0,200,13.053038
-200.0,200,13.345793
-200.0,200,13.645899
-200.0,200,13.972916
-200.0,200,14.315278
-200.0,200,14.687226
-200.0,200,15.060968
-200.0,200,15.434535
-14.0,14,15.460099
-200.0,200,15.832224
-4.0,4,15.839853
-152.0,152,16.124155
-200.0,200,16.496702
-200.0,200,16.869902
-200.0,200,17.242158
-200.0,200,17.613649
-200.0,200,17.986591
-33.0,33,18.046098
-200.0,200,18.417197
-121.0,121,18.639458
-14.0,14,18.666206
-200.0,200,19.038495
-4.0,4,19.04612
-200.0,200,19.395534
-200.0,200,19.711058
-82.0,82,19.841724
-25.0,25,19.880037
-200.0,200,20.199468
-200.0,200,20.508391
-200.0,200,20.812379
-23.0,23,20.851782
-8.0,8,20.863869
-200.0,200,21.182591
-4.0,4,21.189674
-200.0,200,21.530977
-15.0,15,21.556672
-3.0,3,21.561833
-200.0,200,21.901537
-4.0,4,21.90836
-200.0,200,22.260639
-200.0,200,22.722166
-200.0,200,23.246148
-186.0,186,23.588898
-200.0,200,23.854139
-3.0,3,23.858079
-200.0,200,24.125404
-200.0,200,24.421058
-11.0,11,24.43683
-200.0,200,24.748709
-200.0,200,25.077047
-200.0,200,25.404263
-200.0,200,25.732866
-200.0,200,26.06054
-200.0,200,26.433137
-200.0,200,26.804584
-3.0,3,26.810244
-200.0,200,27.184252
-200.0,200,27.55851
-200.0,200,27.931454
-14.0,14,27.957371
-8.0,8,27.972161
-3.0,3,27.977796
-200.0,200,28.348253
-200.0,200,28.72352
-120.0,120,28.95313
-3.0,3,28.958661
-200.0,200,29.329654
-200.0,200,29.701693
-200.0,200,30.071562
-200.0,200,30.443512
-24.0,24,30.487738
-200.0,200,30.786307
-200.0,200,31.061047
-160.0,160,31.278616
-4.0,4,31.28437
-200.0,200,31.568615
-200.0,200,31.8812
-200.0,200,32.222765
-200.0,200,32.566429
-200.0,200,32.910044
-24.0,24,32.955816
-200.0,200,33.297541
-9.0,9,33.313088
-14.0,14,33.337645
-200.0,200,33.702074
-39.0,39,33.777207
-200.0,200,34.165807
-3.0,3,34.171546
-200.0,200,34.565647
-200.0,200,34.920192
-14.0,14,34.941853
-200.0,200,35.258298
-167.0,167,35.53246
-14.0,14,35.556849
-200.0,200,35.883542
-200.0,200,36.149361
-59.0,59,36.230076
-200.0,200,36.49566
-84.0,84,36.61076
-200.0,200,36.900362
-200.0,200,37.204405
-200.0,200,37.506823
-27.0,27,37.547415
-200.0,200,37.852756
-34.0,34,37.903411
-14.0,14,37.924308
-200.0,200,38.229506
-3.0,3,38.234199
-200.0,200,38.539669
-200.0,200,38.843729
-200.0,200,39.146798
-200.0,200,39.456586
-200.0,200,39.796178
-3.0,3,39.805938
-3.0,3,39.81138
-200.0,200,40.153963
-30.0,30,40.204091
-4.0,4,40.211032
-200.0,200,40.555094
-49.0,49,40.637499
-3.0,3,40.64264
-200.0,200,40.98602
-200.0,200,41.328902
-200.0,200,41.730979
-55.0,55,41.860214
-200.0,200,42.319873
-200.0,200,42.773785
-200.0,200,43.23231
-200.0,200,43.687313
-200.0,200,44.141845
-200.0,200,44.597229
-200.0,200,45.028463
-200.0,200,45.399333
-200.0,200,45.771397
-200.0,200,46.143074
-200.0,200,46.50711
-200.0,200,46.821738
-200.0,200,47.135635
-29.0,29,47.180203
-200.0,200,47.496641
-200.0,200,47.812747
-200.0,200,48.128104
-200.0,200,48.443056
-24.0,24,48.480767
-200.0,200,48.796292
-4.0,4,48.806944
-90.0,90,48.945162
-24.0,24,48.986937
-14.0,14,49.009093
-200.0,200,49.32258
-200.0,200,49.636721
-200.0,200,49.926628
-200.0,200,50.199722
-24.0,24,50.2322
-29.0,29,50.271172
-200.0,200,50.544047
-29.0,29,50.587015
-19.0,19,50.612594
-200.0,200,50.893319
-200.0,200,51.197686
-200.0,200,51.499994
-200.0,200,51.803551
-200.0,200,52.092703
-15.0,15,52.112447
-200.0,200,52.377082
-200.0,200,52.642807
-200.0,200,52.908866
-200.0,200,53.17396
-200.0,200,53.43697
-200.0,200,53.700817
-200.0,200,53.967728
-200.0,200,54.234662
-174.0,174,54.466954
-200.0,200,54.736572
-200.0,200,55.019701
-35.0,35,55.067586
-155.0,155,55.288688
-200.0,200,55.573305
-200.0,200,55.857334
-110.0,110,56.012387
-200.0,200,56.297107
-200.0,200,56.590237
-200.0,200,56.914944
-3.0,3,56.91948
-176.0,176,57.182619
-200.0,200,57.486194
-167.0,167,57.741961
-3.0,3,57.746572
-14.0,14,57.767892
-101.0,101,57.921351
-200.0,200,58.225857
-172.0,172,58.490766
-3.0,3,58.495391
-24.0,24,58.531489
-8.0,8,58.54355
-186.0,186,58.826471
-86.0,86,58.959219
-24.0,24,58.995307
-46.0,46,59.067085
-126.0,126,59.259625
-9.0,9,59.273605
-4.0,4,59.279801
-8.0,8,59.292054
-62.0,62,59.388446
-200.0,200,59.694013
-9.0,9,59.708496
-24.0,24,59.744274
-24.0,24,59.780853
-8.0,8,59.797648
-34.0,34,59.849862
-138.0,138,60.058307
-174.0,174,60.344367
-9.0,9,60.358077
-140.0,140,60.572168
-142.0,142,60.804354
-200.0,200,61.131939
-200.0,200,61.459389
-4.0,4,61.46583
-200.0,200,61.793205
-154.0,154,62.049289
-4.0,4,62.05576
-191.0,191,62.366269
-200.0,200,62.694538
-200.0,200,63.024453
-200.0,200,63.351758
-39.0,39,63.418523
-48.0,48,63.49552
-48.0,48,63.576975
-200.0,200,63.905529
-8.0,8,63.918551
-3.0,3,63.923607
-133.0,133,64.141277
-4.0,4,64.147965
-34.0,34,64.210007
-14.0,14,64.232831
-101.0,101,64.401723
-200.0,200,64.732648
-19.0,19,64.763629
-82.0,82,64.90051
-24.0,24,64.939404
-83.0,83,65.077542
-8.0,8,65.091066
-85.0,85,65.23331
-52.0,52,65.315128
-39.0,39,65.384493
-200.0,200,65.645391
-34.0,34,65.690278
-119.0,119,65.848463
-194.0,194,66.106431
-25.0,25,66.139185
-200.0,200,66.419497
-105.0,105,66.592534
-14.0,14,66.619839
-106.0,106,66.797583
-9.0,9,66.812463
-4.0,4,66.819018
-184.0,184,67.125233
-50.0,50,67.205908
-123.0,123,67.405972
-197.0,197,67.75996
-52.0,52,67.859769
-71.0,71,67.996781
-53.0,53,68.093985
-9.0,9,68.110729
-32.0,32,68.176024
-25.0,25,68.215728
-24.0,24,68.253464
-95.0,95,68.408405
-14.0,14,68.4336
-53.0,53,68.532539
-62.0,62,68.639255
-108.0,108,68.834258
-164.0,164,69.132655
-75.0,75,69.269064
-67.0,67,69.385464
-57.0,57,69.491108
-88.0,88,69.64923
-82.0,82,69.79984
-4.0,4,69.808018
-95.0,95,70.005008
-90.0,90,70.19433
-183.0,183,70.570484
-39.0,39,70.65802
-97.0,97,70.883549
-3.0,3,70.890788
-81.0,81,71.09101
-29.0,29,71.159054
-19.0,19,71.204084
-48.0,48,71.326999
-110.0,110,71.580703
-50.0,50,71.661703
-61.0,61,71.765855
-101.0,101,71.934131
-41.0,41,71.999789
-52.0,52,72.088497
-8.0,8,72.101585
-54.0,54,72.188636
-48.0,48,72.27266
-3.0,3,72.277601
-145.0,145,72.517431
