#{"t_start": 1541158911.2138026, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.506918
-200.0,200,0.638303
-200.0,200,0.79549
-200.0,200,0.936902
-200.0,200,1.08041
-200.0,200,1.472471
-200.0,200,1.729427
-200.0,200,1.994335
-200.0,200,2.260227
-200.0,200,2.526915
-200.0,200,2.793445
-200.0,200,3.055187
-200.0,200,3.307852
-200.0,200,3.569333
-200.0,200,3.838262
-200.0,200,4.105302
-200.0,200,4.394819
-200.0,200,4.687213
-200.0,200,4.993759
-200.0,200,5.321421
-200.0,200,5.669273
-200.0,200,6.042835
-200.0,200,6.414489
-200.0,200,6.78659
-200.0,200,7.157853
-200.0,200,7.531312
-200.0,200,7.904599
-200.0,200,8.279256
-200.0,200,8.63405
-200.0,200,8.884791
-200.0,200,9.174125
-200.0,200,9.478582
-200.0,200,9.783469
-200.0,200,10.089529
-200.0,200,10.403508
-200.0,200,10.746368
-200.0,200,11.08736
-200.0,200,11.429765
-200.0,200,11.772086
-200.0,200,12.112668
-200.0,200,12.455343
-200.0,200,12.799017
-200.0,200,13.14427
-200.0,200,13.487647
-200.0,200,13.77485
-200.0,200,14.031747
-200.0,200,14.311296
-200.0,200,14.595923
-200.0,200,14.893166
-200.0,200,15.209677
-200.0,200,15.491414
-200.0,200,15.766953
-200.0,200,16.042515
-200.0,200,16.320504
-200.0,200,16.596916
-200.0,200,16.869976
-200.0,200,17.141994
-200.0,200,17.400863
-200.0,200,17.659733
-200.0,200,17.917017
-200.0,200,18.178308
-200.0,200,18.438232
-200.0,200,18.70022
-200.0,200,18.956512
-200.0,200,19.213964
-200.0,200,19.47195
-200.0,200,19.73303
-200.0,200,19.992325
-200.0,200,20.250143
-200.0,200,20.508311
-200.0,200,20.771356
-200.0,200,21.05419
-200.0,200,21.340009
-200.0,200,21.623642
-200.0,200,21.90513
-180.0,180,22.157169
-200.0,200,22.442845
-200.0,200,22.727205
-200.0,200,23.062243
-200.0,200,23.420081
